Tutorial Group,Team Assigned,Student ID,School,Name,Gender,CGPA
G-30,Team 01,946,WKW SCI,Jack Martin,M,4.2
G-30,Team 02,2942,MAE,Kai Li,M,4.26
G-30,Team 02,3647,CCEB,Gavin Walker,M,3.97
G-30,Team 02,4237,CoB (NBS),Mason Wong,M,4.08
G-30,Team 02,4408,CCDS,Biaochun,F,4.0
G-30,Team 02,636,EEE,Areeba Bukhari,F,4.02
G-30,Team 03,1592,SBS,Patricia White,F,4.2
G-30,Team 03,3149,MAE,Keshav Yadav,M,4.01
G-30,Team 03,3553,LKCMedicine,Colton Huang,M,3.88
G-30,Team 03,3675,CCDS,Lian Xu,F,4.11
G-30,Team 03,422,CoB (NBS),Riley Johnson,M,4.19
G-30,Team 04,1164,SoH,Huma Qureshi,F,3.91
G-30,Team 04,3269,CoE,Dylan Nguyen,M,4.18
G-30,Team 04,383,SSS,Roxanne Chan,F,4.19
G-30,Team 04,5915,SPMS,Mason Smith,M,3.88
G-30,Team 04,81,MAE,Kieran Lewis,M,4.22
G-30,Team 05,1873,SoH,Rhea Reddy,F,4.15
G-30,Team 05,2096,NIE,Seng Hua Lim,M,4.02
G-30,Team 05,2448,CoE,Han Song Lim,M,4.2
G-30,Team 05,814,SSS,Jasmine Ng,F,4.2
G-30,Team 05,874,MAE,Owais Bukhari,M,3.96
G-30,Team 06,165,SoH,Xena Wong,F,4.12
G-30,Team 06,167,SPMS,Nurul Farah,F,3.85
G-30,Team 06,244,SSS,Atsuko Taniguchi,F,3.91
G-30,Team 06,2677,CoE,Thomas Collins,M,4.18
G-30,Team 06,5176,MAE,Xiao Chen,M,4.11
G-30,Team 07,2537,CCDS,Michael Brown,M,4.01
G-30,Team 07,3162,CEE,Mi-kyung Han,F,4.52
G-30,Team 07,3444,SBS,Kunal Tan,M,4.15
G-30,Team 07,4596,MAE,Siti Zulaikha Binti Rahim,F,4.1
G-30,Team 07,4984,CEE,Ayesha Binti Rahman,F,4.25
G-30,Team 08,2931,MAE,Maisie Lee,F,4.11
G-30,Team 08,3517,SBS,Brandon Lee,M,4.14
G-30,Team 08,3828,CCEB,Kelly Lee,F,4.15
G-30,Team 08,531,CoB (NBS),Ava King,F,4.2
G-30,Team 08,5752,CCDS,Kieran Wu,M,4.08
G-30,Team 09,1628,MAE,Anushka Mehra,F,4.17
G-30,Team 09,3567,SSS,Sofia Ramirez,F,4.02
G-30,Team 09,3795,CCDS,Jing Wei,M,4.02
G-30,Team 09,5177,MSE,Huma Malik,F,4.22
G-30,Team 09,5279,EEE,Trevor Lim,M,4.03
G-30,Team 10,1347,MAE,Ananya Nair,F,4.01
G-30,Team 10,2589,CCDS,Anthony Hughes,M,4.04
G-30,Team 10,50,EEE,Nida Malik,M,4.12
G-30,Team 10,5494,SSS,Sania Malik,F,4.21
G-30,Team 10,5702,NIE,Harriet Rivera,F,4.22
G-31,Team 01,169,EEE,Moe Yamashita,F,4.19
G-31,Team 01,4190,CoB (NBS),Dustin Young,M,4.14
G-31,Team 01,4603,CCDS,Henry Tsang,M,4.02
G-31,Team 01,5675,WKW SCI,Boris Mikhailov,M,3.87
G-31,Team 01,5700,SBS,Bina Patel,F,4.27
G-31,Team 02,236,EEE,Mika Sato,F,4.19
G-31,Team 02,2706,CoB (NBS),Kamran Ahmed,M,4.03
G-31,Team 02,4294,CCDS,Vikas Yadav,M,4.16
G-31,Team 02,4502,SBS,Hailey Lin,F,3.88
G-31,Team 02,5168,SPMS,Gideon Hayes,M,4.15
G-31,Team 03,1709,EEE,Anjali Rao,F,4.01
G-31,Team 03,2809,ASE,Logan Wong,M,4.08
G-31,Team 03,3649,CoB (NBS),Damon Wu,M,4.08
G-31,Team 03,3919,CCDS,Zain Bin Ali,M,4.1
G-31,Team 03,5310,SBS,Jasmine Chen,F,4.25
G-31,Team 04,2555,SBS,Kavya Singh,F,4.14
G-31,Team 04,2890,ASE,Ryan Baker,M,4.06
G-31,Team 04,325,MAE,Kenta Yamada,M,4.05
G-31,Team 04,3987,CoB (NBS),Harish Kumar,M,4.19
G-31,Team 04,5360,EEE,Vania Alonzo,F,4.05
G-31,Team 05,2225,MAE,Toby Lim,M,3.95
G-31,Team 05,3672,CoB (NBS),Toni Agustian,M,4.1
G-31,Team 05,4421,SoH,Ryder Li,M,4.15
G-31,Team 05,4640,CoB (NBS),Siti Sarah,F,4.2
G-31,Team 05,752,SBS,Sophie Chiu,F,4.09
G-31,Team 06,2652,CCDS,Elijah Lewis,M,4.27
G-31,Team 06,3959,CEE,Vivian Cooper,F,3.89
G-31,Team 06,5474,CoB (NBS),Samara Khan,F,4.22
G-31,Team 06,5774,NIE,Imran Ashraf,M,3.85
G-31,Team 06,5783,MAE,Maya Rajan,F,4.02
G-31,Team 07,1172,NIE,Liam Rivera,M,3.91
G-31,Team 07,2787,MAE,Lina Binti Zain,F,4.2
G-31,Team 07,4149,EEE,Sora Inoue,M,4.2
G-31,Team 07,5171,CoB (NBS),Peyton Bell,F,4.25
G-31,Team 07,69,CEE,Suhana Bhat,F,4.79
G-31,Team 08,1818,CCEB,Megan Sari,F,4.15
G-31,Team 08,2277,CCDS,Olive Wang,F,4.22
G-31,Team 08,514,EEE,Gabriel Edwards,M,4.19
G-31,Team 08,5222,CoB (NBS),Claire Tan,F,4.06
G-31,Team 08,5864,SoH,Landon Parker,M,4.16
G-31,Team 09,190,CCDS,Hana Binti Mohd,F,4.0
G-31,Team 09,2459,CCEB,Bodhi Chen,M,4.02
G-31,Team 09,365,CoB (NBS),Chloe Torres,F,4.09
G-31,Team 09,5309,EEE,Deepak Nair,M,4.13
G-31,Team 09,629,MSE,Jessica Lim,F,4.16
G-31,Team 10,2431,CCEB,Ella Gonzalez,F,3.92
G-31,Team 10,3,SBS,Isaac Liu,M,3.9
G-31,Team 10,336,EEE,Arjun Singh,M,4.0
G-31,Team 10,3976,CoB (NBS),Aarohi Verma,F,4.12
G-31,Team 10,4887,CCDS,Cathy Tan,F,4.15
G-32,Team 01,102,SSS,Hector Mendoza,M,4.06
G-32,Team 01,3259,SPMS,Amira Rahman,F,4.11
G-32,Team 01,4958,CoB (NBS),Ryan Turner,M,4.0
G-32,Team 01,4978,CoE,Igor Petrov,M,4.11
G-32,Team 01,5289,CCEB,Cynthia Chan,F,4.17
G-32,Team 02,1684,NIE,Mason Carter,M,4.02
G-32,Team 02,3365,SPMS,Yasmin Cruz,F,4.26
G-32,Team 02,3610,CEE,Caleb Nelson,M,4.14
G-32,Team 02,4765,CCEB,Nora Hall,F,3.94
G-32,Team 02,909,CoB (NBS),Yang Chen,M,4.01
G-32,Team 03,4206,CCEB,Addison Ward,F,4.18
G-32,Team 03,4463,EEE,Alvin Khor,M,3.9
G-32,Team 03,4841,MAE,Anya Iyer,F,4.14
G-32,Team 03,5143,CEE,Kien Vo,M,4.09
G-32,Team 03,5956,WKW SCI,Cheng Yuan,M,4.03
G-32,Team 04,1715,CCEB,Sabrina Wong,F,4.01
G-32,Team 04,2054,CEE,Xiaofang,M,3.85
G-32,Team 04,2180,EEE,Anthony Stewart,M,4.1
G-32,Team 04,2648,MAE,Nisa Tan,F,4.14
G-32,Team 04,3716,LKCMedicine,Sergey Fedorov,M,4.01
G-32,Team 05,1285,MAE,Xingyu,F,4.2
G-32,Team 05,2167,CCDS,Kanghao,M,4.1
G-32,Team 05,3157,EEE,Dingqi,M,4.3
G-32,Team 05,5410,CoB (NBS),Ying Xiu,F,4.19
G-32,Team 05,5556,CEE,Yuki Mori,F,4.02
G-32,Team 06,1919,EEE,Hao Chen,M,4.03
G-32,Team 06,2814,SoH,Omer Javed,M,4.03
G-32,Team 06,2944,SSS,Sara Lim,F,4.05
G-32,Team 06,2983,LKCMedicine,Yani Tan,F,4.11
G-32,Team 06,802,CoB (NBS),Xue Chen,F,4.02
G-32,Team 07,1097,EEE,Shubham Prakash,M,4.15
G-32,Team 07,1255,MSE,Uli Agustin,F,4.1
G-32,Team 07,2637,SoH,Derek Chen,M,4.22
G-32,Team 07,7,CoB (NBS),Sophie Allen,F,4.16
G-32,Team 07,868,SSS,Rida Bukhari,F,4.2
G-32,Team 08,3713,CCDS,Selene Tsai,F,4.2
G-32,Team 08,3810,MAE,Nicholas Tan,M,3.95
G-32,Team 08,5559,CoB (NBS),Naina Noor,F,4.16
G-32,Team 08,736,SSS,Lorelei Chen,F,4.06
G-32,Team 08,981,SPMS,Leonardo Wu,M,4.19
G-32,Team 09,1349,SSS,Hua Lin,F,3.95
G-32,Team 09,2410,SPMS,Rylan Cooper,M,4.1
G-32,Team 09,2442,CCEB,Derek Wilson,M,4.14
G-32,Team 09,4094,CoB (NBS),Isla Ross,F,4.09
G-32,Team 09,4660,SoH,Mina Lim,F,4.2
G-32,Team 10,1721,SBS,Aisya Binti Azhar,F,3.85
G-32,Team 10,182,CCEB,Colton Ross,M,4.03
G-32,Team 10,2191,SPMS,Oliver Reed,M,4.05
G-32,Team 10,240,CoB (NBS),Aditi Suresh,F,4.03
G-32,Team 10,4437,EEE,Fatima Binti Rahim,F,4.06
G-33,Team 01,1134,NIE,Afreen Bukhari,F,4.09
G-33,Team 01,1434,CEE,Wira Bin Fadli,M,3.85
G-33,Team 01,1517,SPMS,Liang Zhao,M,4.22
G-33,Team 01,1876,CoB (NBS),Jonas Li,M,4.19
G-33,Team 01,3399,CCDS,Bunga Melati,F,4.15
G-33,Team 02,1059,CCDS,Eleanor Scott,F,3.9
G-33,Team 02,1121,CoB (NBS),Milo Wong,M,4.0
G-33,Team 02,1717,CEE,Chase Sanders,M,4.15
G-33,Team 02,5069,CCEB,Yuan Li,F,4.15
G-33,Team 02,781,NIE,Nur Fatima,F,4.2
G-33,Team 03,1675,CCDS,Mina Qiu,F,4.03
G-33,Team 03,2382,MSE,Aashir Khan,M,4.08
G-33,Team 03,2911,CoB (NBS),Liang Wei,M,4.08
G-33,Team 03,4690,SoH,Fengxiu,F,4.15
G-33,Team 03,645,SBS,Xinyi Lim,F,4.15
G-33,Team 04,274,CCDS,Zoe Murphy,F,4.11
G-33,Team 04,32,SSS,Sophie Ong,F,4.02
G-33,Team 04,3680,SoH,Lin Yi,F,4.11
G-33,Team 04,3777,SSS,Isaac Robinson,M,4.02
G-33,Team 04,4777,EEE,Amir Bin Jamal,M,4.1
G-33,Team 05,3161,CoB (NBS),Neela Kaur,F,4.14
G-33,Team 05,4194,EEE,Jin Hui,M,4.09
G-33,Team 05,4620,ASE,Ayden Cooper,M,4.12
G-33,Team 05,5421,WKW SCI,Sophie Lee,F,3.92
G-33,Team 05,553,SoH,Lola Lee,F,4.15
G-33,Team 06,1148,CCEB,Rebecca Chen,F,4.02
G-33,Team 06,125,ADM,Graham Yang,M,4.03
G-33,Team 06,2855,SoH,Maya Teo,F,4.25
G-33,Team 06,3618,CoB (NBS),Mila Perez,F,4.19
G-33,Team 06,4081,EEE,Liam Collins,M,4.05
G-33,Team 07,1748,CCEB,Maya Shankar,F,4.19
G-33,Team 07,19,CoB (NBS),Maya Sarin,F,4.03
G-33,Team 07,1937,EEE,Maverick Brown,M,4.12
G-33,Team 07,3198,MAE,Raymond Tan,M,4.22
G-33,Team 07,3842,CCEB,Priti Singh,F,4.03
G-33,Team 08,1431,MSE,Lucy Rogers,F,4.26
G-33,Team 08,2817,MAE,Lyndon Torres,M,4.04
G-33,Team 08,2896,NIE,Edward Li,M,4.03
G-33,Team 08,3594,CoB (NBS),Luna Zhao,F,4.52
G-33,Team 08,4754,CEE,Yu Chen,F,3.89
G-33,Team 09,1423,CCDS,Nandan Yadav,M,4.2
G-33,Team 09,4406,CoB (NBS),Hannah Lim,F,4.03
G-33,Team 09,4512,CEE,Hao Chen,F,4.01
G-33,Team 09,4555,SBS,Hana Yamada,F,4.14
G-33,Team 09,5100,SBS,Jacky Lau,M,4.04
G-33,Team 10,1552,CCDS,Dylan Richardson,M,4.22
G-33,Team 10,2795,EEE,Rhea Verma,F,4.01
G-33,Team 10,3537,CoB (NBS),Cora Foster,F,4.01
G-33,Team 10,3589,WKW SCI,Fatima Reddy,F,4.52
G-33,Team 10,5927,NIE,Liang Zhao,M,4.22
G-34,Team 01,1069,EEE,Zhen Yang,M,4.18
G-34,Team 01,3086,NIE,Arnav Mehta,M,3.88
G-34,Team 01,3956,ADM,Asher Bell,M,4.03
G-34,Team 01,5364,SPMS,Vanessa Lee,F,4.1
G-34,Team 01,5412,CCDS,Dewi Anjani,F,4.3
G-34,Team 02,1907,EEE,Bruno Alonzo,M,4.26
G-34,Team 02,3048,SBS,Tama Prabowo,M,4.0
G-34,Team 02,4000,CCDS,Li Wei,F,4.17
G-34,Team 02,5444,NIE,Frankie Yip,M,3.88
G-34,Team 02,6,CoB (NBS),Ellie Stewart,F,4.2
G-34,Team 03,2860,NIE,Nathan Lee,M,4.19
G-34,Team 03,3875,CCDS,Mei Lin,F,3.94
G-34,Team 03,4919,CoB (NBS),Ivy Yu,F,4.19
G-34,Team 03,4967,SoH,Xiang Li,M,4.17
G-34,Team 03,4989,CCEB,Ethan Clark,M,3.97
G-34,Team 04,232,CCEB,Hafizah Binti Mohd,F,3.85
G-34,Team 04,4010,CoE,Lily Li,F,4.08
G-34,Team 04,4932,NIE,Nitesh Singh,M,4.2
G-34,Team 04,5851,CCEB,Li Qiang,M,4.14
G-34,Team 04,864,ASE,Xiao Liu,M,3.97
G-34,Team 05,1778,SBS,Nadia Sari,F,4.15
G-34,Team 05,1992,MAE,Victoria Ross,F,4.02
G-34,Team 05,3154,CCEB,Jessica Liu,F,4.01
G-34,Team 05,5564,SPMS,Owen Cox,M,4.14
G-34,Team 05,739,CEE,Nash Clark,M,4.08
G-34,Team 06,1396,SBS,Tina Li,F,4.22
G-34,Team 06,1587,CCEB,Aditi Reddy,F,4.17
G-34,Team 06,2003,SPMS,Matthew Morgan,M,4.08
G-34,Team 06,2969,SSS,Zai Binti Mohd,F,4.2
G-34,Team 06,38,CoE,Liam Zhao,M,4.04
G-34,Team 07,101,CoE,Hao Ren,M,4.19
G-34,Team 07,1624,SPMS,Aihua Li,M,4.2
G-34,Team 07,3582,EEE,Sakshi Bhatia,F,4.26
G-34,Team 07,5046,WKW SCI,Nanami Nakamura,F,4.12
G-34,Team 07,722,SSS,Talia Wong,F,3.91
G-34,Team 08,2128,CCDS,Rizwan Ahmad,M,4.02
G-34,Team 08,2250,WKW SCI,Gina Tam,F,3.91
G-34,Team 08,2656,CoB (NBS),Siddharth Patel,M,4.26
G-34,Team 08,2954,EEE,Rizwan Bin Mohd,F,4.1
G-34,Team 08,4368,SSS,Kaira Tan,F,3.92
G-34,Team 09,2635,CCDS,Jin Wei Tan,M,4.15
G-34,Team 09,2881,EEE,Cynthia Handayani,F,4.05
G-34,Team 09,429,CoB (NBS),Samuel Wang,M,4.03
G-34,Team 09,4573,CEE,Ruba Khan,F,4.12
G-34,Team 09,4843,ASE,Emily Liang,F,4.14
G-34,Team 10,1247,ADM,Dahlia Zhao,F,4.06
G-34,Team 10,1345,EEE,Angela Lee,F,4.14
G-34,Team 10,2153,SPMS,Takashi Tanaka,M,3.97
G-34,Team 10,2629,CEE,Fiona Garcia,F,4.01
G-34,Team 10,3659,CCDS,Arjun Sharma,M,4.06
G-35,Team 01,1388,CCDS,Alina Tan,F,4.05
G-35,Team 01,3650,EEE,Huang Lei,M,4.17
G-35,Team 01,4407,ADM,Shiming,F,4.05
G-35,Team 01,4446,SSS,Elsa Binti Sulaiman,F,4.3
G-35,Team 01,5301,SoH,Chao Xu,M,4.06
G-35,Team 02,2928,CCDS,Alyssa Ong,F,4.12
G-35,Team 02,3002,CEE,Sana Iyer,F,4.12
G-35,Team 02,4053,SSS,Gemma Lee,F,4.0
G-35,Team 02,4604,EEE,Jianjun,M,3.85
G-35,Team 02,5403,CoB (NBS),Isaac Robinson,M,4.27
G-35,Team 03,1917,CoB (NBS),Riya Joshi,F,4.06
G-35,Team 03,360,EEE,Leo Tan,M,4.12
G-35,Team 03,504,CoB (NBS),Zeke Murphy,M,4.14
G-35,Team 03,5772,CCDS,Peishan,F,4.15
G-35,Team 03,68,SSS,Minnie Zhang,F,4.15
G-35,Team 04,1453,EEE,Taro Yamamoto,M,4.15
G-35,Team 04,1896,NIE,Eko Supriyanto,M,4.09
G-35,Team 04,3720,CCDS,Shalini Gupta,F,4.0
G-35,Team 04,3796,SSS,Zhonghua,F,4.2
G-35,Team 04,526,SPMS,Nicole Li,F,4.14
G-35,Team 05,1384,CCDS,Zara Abbas,F,4.06
G-35,Team 05,1512,SBS,Yuan Feng,M,4.18
G-35,Team 05,1676,SoH,Saba Qureshi,F,4.11
G-35,Team 05,57,CEE,Ling Xu,F,4.06
G-35,Team 05,5838,EEE,Thomas Lee,M,4.19
G-35,Team 06,1521,SoH,Miki Suzuki,F,4.2
G-35,Team 06,3711,SBS,Rohan Bhatt,M,4.22
G-35,Team 06,4353,EEE,Zain Karim,M,4.12
G-35,Team 06,4826,MAE,Amira Khan,F,4.08
G-35,Team 06,5467,SBS,Lily Wong,F,4.14
G-35,Team 07,1127,MAE,Carter Bell,M,4.09
G-35,Team 07,3353,CoE,Zhi Qi Tan,M,4.19
G-35,Team 07,4521,CCEB,Laurel Wu,F,4.22
G-35,Team 07,773,EEE,Tran Thi Phuong,F,4.16
G-35,Team 07,940,SoH,Fangzhou,F,4.2
G-35,Team 08,1029,MAE,Stella Lim,F,4.06
G-35,Team 08,2065,ADM,Katherine Diaz,F,3.85
G-35,Team 08,2222,CoE,Talha Ali,M,4.02
G-35,Team 08,3069,CCDS,Zhang Qiang,M,4.13
G-35,Team 08,3997,EEE,Mira Wong,F,4.12
G-35,Team 09,3916,CoE,Luca Yang,M,4.12
G-35,Team 09,404,EEE,Mei Ling,F,4.2
G-35,Team 09,467,MAE,Samantha Nguyen,F,4.22
G-35,Team 09,5086,MSE,Isla Lin,F,3.95
G-35,Team 09,5258,CCDS,Noah Wong,M,4.15
G-35,Team 10,1975,CoE,Bodhi Yang,M,4.05
G-35,Team 10,2912,CCDS,Kieran Tan,M,4.03
G-35,Team 10,3507,CCEB,Ika Binti Jamal,F,4.2
G-35,Team 10,4445,MAE,Evelyn Wang,F,4.1
G-35,Team 10,5124,EEE,Anika Patel,F,3.85
G-36,Team 01,1309,CoE,Benjamin Zhu,M,4.0
G-36,Team 01,2540,CCDS,Arvind Nair,M,4.26
G-36,Team 01,2552,EEE,Sanya Yadav,F,4.12
G-36,Team 01,590,SPMS,Erik Yang,M,4.01
G-36,Team 01,672,MAE,Angelina Chang,F,4.07
G-36,Team 02,2042,SPMS,Kevin Ross,M,4.09
G-36,Team 02,3473,MAE,Leah Smith,F,4.03
G-36,Team 02,4246,CCDS,Jae-Suk Jung,M,4.11
G-36,Team 02,4805,NIE,Chris Evans,M,4.08
G-36,Team 02,916,EEE,Vikash Wang,F,4.0
G-36,Team 03,2176,SPMS,Logan Kim,M,4.26
G-36,Team 03,2279,MAE,Maya Yusof,F,4.12
G-36,Team 03,2299,CCDS,Nguyen Van Thanh,M,4.05
G-36,Team 03,4606,EEE,Xing Ying,F,4.18
G-36,Team 03,5286,NIE,Dylan Nguyen,M,4.04
G-36,Team 04,1454,SPMS,Shreyas Nair,M,4.12
G-36,Team 04,176,MAE,Susan Tan,F,4.03
G-36,Team 04,3743,CCEB,Aisha Noor,F,4.11
G-36,Team 04,4748,CEE,Hassan Raza,M,4.14
G-36,Team 04,5756,CCDS,Omar Peterson,M,4.12
G-36,Team 05,1705,CCDS,Owen Mitchell,M,4.09
G-36,Team 05,2832,SPMS,Tama Prabowo,M,4.05
G-36,Team 05,4305,NIE,Liam Davis,M,4.12
G-36,Team 05,5549,CCEB,Layla Hughes,F,4.11
G-36,Team 05,693,SBS,Yuki Nakamura,F,4.03
G-36,Team 06,2021,CoB (NBS),Hugo Long,M,4.26
G-36,Team 06,4109,SBS,Lila Chang,F,3.9
G-36,Team 06,4209,CCEB,Olivia Moore,F,3.87
G-36,Team 06,576,SSS,Marco Garcia,M,4.1
G-36,Team 06,5974,SPMS,Adil Patel,M,4.15
G-36,Team 07,1780,SoH,Anna Yang,F,3.94
G-36,Team 07,2333,EEE,Robert Jones,M,3.88
G-36,Team 07,2573,SoH,Benjamin Huang,M,4.12
G-36,Team 07,3761,CoB (NBS),Anisa Rahman,F,3.95
G-36,Team 07,4966,SoH,Oliver Cheng,M,4.26
G-36,Team 08,2620,EEE,Chunxiu,M,4.0
G-36,Team 08,3240,SoH,Bo Wen Lim,M,4.05
G-36,Team 08,4115,ADM,Rakesh Pillai,M,3.86
G-36,Team 08,4493,CCDS,Hannah Moore,F,4.21
G-36,Team 08,5332,CoB (NBS),Ella Lee,F,3.91
G-36,Team 09,2729,CCEB,Ryder Brown,M,4.11
G-36,Team 09,2864,CCDS,Emily Lee,F,3.89
G-36,Team 09,3451,WKW SCI,Samuel Nelson,M,4.27
G-36,Team 09,3712,CoB (NBS),Eliza Lin,F,4.22
G-36,Team 09,5933,EEE,Azlan Bin Rahim,M,3.9
G-36,Team 10,1219,CCDS,Addison Cook,F,4.0
G-36,Team 10,1252,SSS,Lily Zhang,F,4.25
G-36,Team 10,2202,CoB (NBS),Carmen Lim,F,4.15
G-36,Team 10,4165,EEE,Alvin Young,M,4.18
G-36,Team 10,653,CCEB,Jasper Lim,M,4.02
G-37,Team 01,3606,MAE,Evelyn Carter,F,4.14
G-37,Team 01,3631,WKW SCI,Zac Johnson,M,4.19
G-37,Team 01,4722,CCDS,Benjamin Lee,M,4.1
G-37,Team 01,4859,CoB (NBS),Jasper Wu,M,4.09
G-37,Team 01,5799,MAE,Nisha Binti,F,3.95
G-37,Team 02,1282,MAE,Mia White,F,4.0
G-37,Team 02,188,MAE,Sophie Zhao,F,4.18
G-37,Team 02,198,CCDS,Cory Tan,M,4.1
G-37,Team 02,4235,SSS,Willa Ford,F,4.09
G-37,Team 02,5092,CoB (NBS),Jin Xiu Lim,M,4.15
G-37,Team 03,2078,EEE,Amina Zainal,F,4.23
G-37,Team 03,2372,CoB (NBS),Medi Prabowo,M,4.05
G-37,Team 03,3147,CCDS,Tran Van Phuc,M,4.11
G-37,Team 03,34,MSE,Theresa Tan,F,4.3
G-37,Team 03,637,CoB (NBS),Zara Binti Mohd,F,3.9
G-37,Team 04,2306,LKCMedicine,Cameron Tan,M,4.11
G-37,Team 04,2375,EEE,Lisa Yang,F,4.08
G-37,Team 04,3494,CoB (NBS),Nora Tan,F,4.15
G-37,Team 04,407,CCEB,Kellan Baker,M,4.05
G-37,Team 04,93,SSS,Sara Tan,F,4.06
G-37,Team 05,1502,CoE,Dante Ong,M,4.97
G-37,Team 05,1603,SSS,Amelia Clark,F,4.17
G-37,Team 05,2561,SBS,Nita Yuliana,F,4.1
G-37,Team 05,2689,CoB (NBS),Neha Yadav,F,4.2
G-37,Team 05,5590,EEE,Victor Wong,M,4.0
G-37,Team 06,161,LKCMedicine,Min-Young Kim,F,3.9
G-37,Team 06,2891,EEE,Rajesh Yadav,M,4.22
G-37,Team 06,294,CEE,Logan King,M,3.9
G-37,Team 06,339,CCEB,Wenkai,F,4.05
G-37,Team 06,4220,CoB (NBS),Lily Liu,F,4.22
G-37,Team 07,1216,CCEB,Vera Kim,F,4.02
G-37,Team 07,193,ASE,Gavin Wu,M,4.02
G-37,Team 07,4248,MSE,Megan Tsai,F,4.18
G-37,Team 07,5209,EEE,Caleb Bennett,M,4.03
G-37,Team 07,5879,CoB (NBS),Kavya Joshi,F,4.09
G-37,Team 08,1582,SSS,Kavita Iyer,F,4.09
G-37,Team 08,3164,CCEB,Sophia Johnson,F,4.52
G-37,Team 08,374,SPMS,Bennett Yang,M,4.12
G-37,Team 08,3855,MAE,Gordon Ho,M,4.17
G-37,Team 08,3870,CoB (NBS),Erin Zhang,F,4.09
G-37,Team 09,1662,CCEB,Jin Wei,F,4.52
G-37,Team 09,1820,SBS,Jasper Tan,M,4.09
G-37,Team 09,4217,CoB (NBS),Ember Chen,F,4.06
G-37,Team 09,4960,MAE,Chengxian,M,3.9
G-37,Team 09,5869,SPMS,Juliet Chen,F,4.19
G-37,Team 10,3256,CCEB,Asma Sheikh,F,4.2
G-37,Team 10,326,SBS,Avery Lee,M,4.03
G-37,Team 10,3887,CoB (NBS),Alya Farisha,F,4.22
G-37,Team 10,4170,SBS,Isabella Cheung,F,4.04
G-37,Team 10,56,MAE,Bruno Alonzo,M,4.0
G-38,Team 01,2850,SBS,Yuna Sato,F,3.89
G-38,Team 01,3493,CoB (NBS),Aoqin,F,4.1
G-38,Team 01,4638,MAE,Phan Duc Minh,M,3.87
G-38,Team 01,4776,CCDS,Shivam Reddy,M,4.14
G-38,Team 01,508,CoB (NBS),Tiantian,F,4.1
G-38,Team 02,1760,CCDS,Tristan Smith,M,4.52
G-38,Team 02,3965,NIE,Prisha Singh,F,4.01
G-38,Team 02,4941,SSS,Vera Nikitina,F,4.15
G-38,Team 02,5499,SBS,Ikram Tan,M,4.01
G-38,Team 02,5672,CoB (NBS),Fatima Binti,F,3.85
G-38,Team 03,1307,CCDS,Tanner Pineda,M,4.14
G-38,Team 03,1327,CoB (NBS),Neela Joshi,F,3.97
G-38,Team 03,2358,SBS,Kaito Saito,M,3.89
G-38,Team 03,3070,ADM,Layla Price,F,4.15
G-38,Team 03,3294,EEE,Tingting,F,4.15
G-38,Team 04,2331,CEE,Ming Zhen Lim,M,4.1
G-38,Team 04,3376,CCDS,Andrew Wright,M,4.22
G-38,Team 04,3597,CoB (NBS),Nina Singh,F,4.2
G-38,Team 04,3813,SPMS,Simran Kaur,F,4.19
G-38,Team 04,649,MAE,Xena Chan,F,4.1
G-38,Team 05,2608,CoB (NBS),Peyton James,F,3.89
G-38,Team 05,3839,ASE,Hunter Moore,M,4.03
G-38,Team 05,3922,SoH,Ruqaiya Ali,F,4.0
G-38,Team 05,5285,MAE,Sana Rani,F,3.91
G-38,Team 05,570,CCDS,Ulysses Ramos,M,4.21
G-38,Team 06,1240,WKW SCI,Benson Huang,M,4.2
G-38,Team 06,396,CCEB,Wyatt Price,M,4.03
G-38,Team 06,4284,SSS,Ruby Chow,F,4.03
G-38,Team 06,4481,MAE,Nisha Kaur,F,4.08
G-38,Team 06,4802,CoB (NBS),Sara Binti Kamar,F,3.95
G-38,Team 07,1036,CCEB,Sonia Irfan,F,4.2
G-38,Team 07,1358,CCDS,Zainab Rashid,F,4.06
G-38,Team 07,2351,ADM,Li Wei,M,4.05
G-38,Team 07,2672,CCEB,Zhi Hao Lim,M,4.3
G-38,Team 07,4258,SoH,Pallavi Menon,F,4.02
G-38,Team 08,1811,NIE,Marcus Chen,M,4.06
G-38,Team 08,316,CCDS,Zainab Bukhari,F,4.19
G-38,Team 08,3373,ADM,Bhavesh Gandhi,M,4.2
G-38,Team 08,3742,EEE,Nora Binti Rahman,F,3.8
G-38,Team 08,4060,CCEB,Misha Javed,F,4.15
G-38,Team 09,1611,CCEB,Lina Zhang,F,4.05
G-38,Team 09,1805,CCDS,Tanya Lim,F,4.14
G-38,Team 09,2623,CoB (NBS),Noah Alonzo,M,4.19
G-38,Team 09,3436,SPMS,Lina Binti Omar,F,4.0
G-38,Team 09,5471,NIE,Stepan Aleksandrov,M,4.18
G-38,Team 10,1835,CCDS,Prisha Tan,F,4.19
G-38,Team 10,3321,CCEB,Anis Binti Ahmad,F,4.1
G-38,Team 10,3760,CoB (NBS),Jett Chen,M,4.16
G-38,Team 10,655,NIE,Rishi Reddy,M,4.14
G-38,Team 10,723,CoE,Dina Binti Omar,F,4.25
G-39,Team 01,1510,ASE,Alexander Black,M,4.15
G-39,Team 01,3319,SSS,Ella Harris,F,4.18
G-39,Team 01,3598,CoB (NBS),Jinlong,M,4.1
G-39,Team 01,4100,MAE,Ananya Sinha,F,4.02
